"","address","nhood","lat","long","month","year","block","street_name","street_type"
"6504","200 Block Of Naples  Street","Excelsior","37.7247372423105","-122.428260458128","12","2016","200","Naples","Street"
"6505","1700 Block Of 26th  Avenue","Sunset/Parkside","37.7548435433096","-122.484039052979","7","2015","1700","26th","Avenue"
"6507","1300 Block Of 32nd  Avenue","Sunset/Parkside","37.7620174367464","-122.490988220616","3","2013","1300","32nd","Avenue"
"6509","400 Block Of Clayton  Street","Haight Ashbury","37.7711998115888","-122.448862952906","12","2014","400","Clayton","Street"
"6510","200 Block Of Louisburg  Street","Oceanview/Merced/Ingleside","37.7199184784406","-122.450461914328","4","2018","200","Louisburg","Street"
"6511","600 Block Of John Muir  Drive","Lakeshore","37.7143630245997","-122.49198854568","7","2013","600","John Muir","Drive"
"6512","100 Block Of Skyview  Way","Twin Peaks","37.7526175378698","-122.449783414478","1","2018","100","Skyview","Way"
"6514","800 Block Of 18th  Avenue","Potrero Hill","","","4","2013","800","18th","Avenue"
"6516","1300 Block Of Florida  Street","Mission","37.7503446827956","-122.409838080047","2","2012","1300","Florida","Street"
"6517","2900 Block Of Polk  Street","Russian Hill","37.8038837814782","-122.423370507337","8","2015","2900","Polk","Street"
"6519","300 Block Of Ellis  Street","Tenderloin","37.7849704232413","-122.411960966056","9","2017","300","Ellis","Street"
"6520","0 Block Of Franklin  Street","Hayes Valley","37.7745271093891","-122.420809522472","3","2012","0","Franklin","Street"
"6522","700 Block Of Ellis  Street","Tenderloin","37.7841324294373","-122.418535460255","11","2014","700","Ellis","Street"
"6523","0 Block Of Williams  Avenue","Bayview Hunters Point","37.7295555724889","-122.39468247242","11","2017","0","Williams","Avenue"
"6525","600 Block Of 29th  Street","Noe Valley","37.743189517342","-122.435090333815","10","2015","600","29th","Street"
"6526","2200 Block Of Sacramento  Street","Pacific Heights","37.7903557836859","-122.429914547428","8","2018","2200","Sacramento","Street"
"6527","400 Block Of Davis  Court","Financial District/South Beach","37.7966987342143","-122.398254520137","7","2012","400","Davis","Court"
"6529","1900 Block Of Sacramento  Street","Pacific Heights","37.7909778681829","-122.424981804177","8","2013","1900","Sacramento","Street"
"6530","1300 Block Of Brussels  Street","Visitacion Valley","37.7157159084057","-122.400854624491","10","2014","1300","Brussels","Street"
"6532","500 Block Of 16th  Avenue","Outer Richmond","37.7776718873986","-122.474888726199","6","2015","500","16th","Avenue"
"6533","700 Block Of Ofarrell  Street","Tenderloin","37.7852715966942","-122.417080560085","12","2013","700","Ofarrell","Street"
"6534","1800 Block Of Beach  Street","Marina","37.8039101528571","-122.440613251699","6","2014","1800","Beach","Street"
"6536","2200 Block Of California  Street","Pacific Heights","37.7892198665947","-122.431373841942","8","2016","2200","California","Street"
"6537","100 Block Of Divisadero  Street","Haight Ashbury","37.7696718492265","-122.436718602527","4","2017","100","Divisadero","Street"
"6539","200 Block Of Bay  Street","North Beach","37.8059263267955","-122.411130466468","6","2016","200","Bay","Street"
"6540","0 Block Of Short  Street","Castro/Upper Market","37.7576858923265","-122.442811562917","1","2013","0","Short","Street"
"6541","300 Block Of Coleridge  Street","Bernal Heights","37.7409472284428","-122.421502910704","4","2015","300","Coleridge","Street"
"6542","2700 Block Of Market  Street","Castro/Upper Market","37.7615518575028","-122.438884635304","6","2018","2700","Market","Street"
"6543","2400 Block Of 47th  Avenue","Sunset/Parkside","37.7407877258481","-122.505625372533","7","2014","2400","47th","Avenue"
"6549","800 Block Of 32nd  Avenue","Outer Richmond","37.7731607236827","-122.491755897699","5","2017","800","32nd","Avenue"
"6550","200 Block Of Lee  Avenue","Oceanview/Merced/Ingleside","37.722654189707","-122.454111151179","5","2014","200","Lee","Avenue"
"6551","500 Block Of Ofarrell  Street","Tenderloin","37.7856860315452","-122.41379344026","9","2012","500","Ofarrell","Street"
"6552","100 Block Of Gilbert  Street","South of Market","37.7731706220365","-122.402291963204","3","2015","100","Gilbert","Street"
"6553","600 Block Of Jackson  Street","Chinatown","37.7961665646942","-122.405502815343","7","2017","600","Jackson","Street"
"6554","100 Block Of 04th  Avenue","Inner Richmond","37.7860170876149","-122.462493998457","1","2018","100","04th","Avenue"
"6556","800 Block Of Jamestown  Avenue","Bayview Hunters Point","37.7165390915905","-122.390362411384","8","2013","800","Jamestown","Avenue"
"6557","100 Block Of Cambon  Drive","Lakeshore","37.7166658976853","-122.474242229743","4","2016","100","Cambon","Drive"
"6559","2700 Block Of Mcallister  Street","Lone Mountain/USF","37.775361517909","-122.457453986631","2","2014","2700","Mcallister","Street"
"6560","1600 Block Of Alabama  Street","Bernal Heights","37.7466322081399","-122.410591876107","4","2014","1600","Alabama","Street"
"6562","500 Block Of 28th  Avenue","Outer Richmond","37.7789837415253","-122.487875430767","5","2016","500","28th","Avenue"
"6565","900 Block Of Rhode Island  Street","Potrero Hill","37.7577618320938","-122.401894544615","7","2013","900","Rhode Island","Street"
"6569","0 Block Of Parker  Avenue","Presidio Heights","37.7851369043749","-122.454696127106","6","2017","0","Parker","Avenue"
"6570","800 Block Of Shotwell  Street","Mission","37.7548338222969","-122.415396707636","5","2016","800","Shotwell","Street"
"6573","2700 Block Of San Bruno  Avenue","Portola","37.7270337915711","-122.403347597972","5","2016","2700","San Bruno","Avenue"
"6575","2100 Block Of Stockton  Street","North Beach","37.8055629421339","-122.410217216647","5","2015","2100","Stockton","Street"
"6579","200 Block Of 04th  Avenue","Inner Richmond","37.7839726003783","-122.462347533041","2","2013","200","04th","Avenue"
"6580","100 Block Of Duboce  Avenue","Mission","37.7698005558475","-122.423483720948","12","2013","100","Duboce","Avenue"
"6581","3800 Block Of 18th  Street","Castro/Upper Market","37.7612225304294","-122.429463818489","8","2012","3800","18th","Street"
"6584","1300 Block Of 48th  Avenue","Sunset/Parkside","37.7612600655228","-122.508133065559","10","2015","1300","48th","Avenue"
"6587","1500 Block Of Gough  Street","Western Addition","37.7878333566202","-122.425188733112","11","2017","1500","Gough","Street"
"6589","1700 Block Of Haight  Street","Haight Ashbury","37.7694523547443","-122.451287953449","5","2015","1700","Haight","Street"
"6590","500 Block Of John Muir  Drive","Lakeshore","","","5","2012","500","John Muir","Drive"
"6591","1200 Block Of Bush  Street","Nob Hill","37.7890098959553","-122.417836377447","10","2016","1200","Bush","Street"
"6593","700 Block Of 38th  Avenue","Outer Richmond","37.7747332787049","-122.498317617931","3","2017","700","38th","Avenue"
"6594","500 Block Of Monterey  Boulevard","West of Twin Peaks","37.7315884979641","-122.448078680889","12","2012","500","Monterey","Boulevard"
"6597","900 Block Of Sutter  Street","Nob Hill","37.7882829130777","-122.416006212877","5","2018","900","Sutter","Street"
"6598","0 Block Of Oliver  Street","Excelsior","37.7089357462708","-122.450172763268","9","2013","0","Oliver","Street"
"6599","1800 Block Of Stockton  Street","North Beach","37.8027695949981","-122.40965530126","4","2012","1800","Stockton","Street"
"6600","2000 Block Of 10th  Avenue","Inner Sunset","37.7500070336758","-122.466402633637","10","2016","2000","10th","Avenue"
"6602","800 Block Of 47th  Avenue","Outer Richmond","37.7724265501441","-122.507819425538","8","2012","800","47th","Avenue"
"6604","800 Block Of 48th  Avenue","Outer Richmond","37.772377252979","-122.508890519962","1","2015","800","48th","Avenue"
"6605","500 Block Of 41st  Avenue","Outer Richmond","37.7783460422363","-122.501801943606","4","2014","500","41st","Avenue"
"6606","1400 Block Of Waller  Street","Haight Ashbury","37.7689170355797","-122.447978711532","2","2015","1400","Waller","Street"
"6607","700 Block Of 05th  Avenue","Inner Richmond","37.7745888295079","-122.462744272514","3","2016","700","05th","Avenue"
"6610","400 Block Of 32nd  Avenue","Outer Richmond","37.7807118020454","-122.492303720062","6","2015","400","32nd","Avenue"
"6611","1300 Block Of San Bruno  Avenue","Mission","37.7524831716862","-122.404302484906","2","2013","1300","San Bruno","Avenue"
"6613","100 Block Of Tapia  Drive","Lakeshore","37.7197277057461","-122.481388877387","3","2015","100","Tapia","Drive"
"6616","2900 Block Of Harrison  Street","Mission","37.7502350633089","-122.411669535046","6","2015","2900","Harrison","Street"
"6618","300 Block Of Victoria  Street","Oceanview/Merced/Ingleside","37.7170178684125","-122.465331561912","3","2017","300","Victoria","Street"
"6619","1100 Block Of Mission  Street","South of Market","37.7777513747528","-122.412785519962","5","2013","1100","Mission","Street"
"6620","2000 Block Of Folsom  Street","Mission","","","6","2015","2000","Folsom","Street"
"6621","900 Block Of Capp  Street","Mission","37.7515055817514","-122.417279362005","11","2013","900","Capp","Street"
"6622","0 Block Of Noe  Street","Castro/Upper Market","37.7683199774403","-122.43349023274","10","2017","0","Noe","Street"
"6623","500 Block Of 36th  Avenue","Outer Richmond","37.7785894136003","-122.496451642442","8","2016","500","36th","Avenue"
"6624","1300 Block Of Sacramento  Street","Nob Hill","37.7923060202269","-122.414579988639","3","2015","1300","Sacramento","Street"
"6625","0 Block Of Page  Street","Hayes Valley","37.7741896883448","-122.421583507566","12","2016","0","Page","Street"
"6626","600 Block Of 27th  Avenue","Outer Richmond","37.7771362468927","-122.486670298593","10","2015","600","27th","Avenue"
"6627","1500 Block Of 48th  Avenue","Sunset/Parkside","37.7575323246317","-122.507870576566","3","2018","1500","48th","Avenue"
"6628","1200 Block Of 41st  Avenue","Sunset/Parkside","37.7634641096669","-122.500764380741","6","2012","1200","41st","Avenue"
"6629","3900 Block Of 03rd  Street","Bayview Hunters Point","37.7415149931917","-122.388406552356","10","2014","3900","03rd","Street"
"6631","700 Block Of Central  Avenue","Lone Mountain/USF","37.7764871282377","-122.444873251021","5","2012","700","Central","Avenue"
"6633","100 Block Of Langton  Street","South of Market","37.7755716071165","-122.407437669113","12","2017","100","Langton","Street"
"6635","1500 Block Of Treat  Avenue","Bernal Heights","37.7456952046659","-122.412438209006","5","2014","1500","Treat","Avenue"
"6637","200 Block Of Eddy  Street","Tenderloin","37.7840367972221","-122.411773449875","8","2016","200","Eddy","Street"
"6639","1700 Block Of Van Ness  Avenue","Pacific Heights","37.7917187264114","-122.422707067652","11","2015","1700","Van Ness","Avenue"
"6640","300 Block Of Grove  Street","Hayes Valley","37.7779180060522","-122.42234312745","10","2017","300","Grove","Street"
"6641","600 Block Of 24th  Avenue","Outer Richmond","37.7772826553546","-122.48345775749","11","2014","600","24th","Avenue"
"6644","600 Block Of 10th  Avenue","Inner Richmond","37.7761065109803","-122.46822551384","4","2015","600","10th","Avenue"
"6645","2200 Block Of Mission  Street","Mission","37.7610356057832","-122.419282655375","9","2015","2200","Mission","Street"
"6646","200 Block Of Silver  Avenue","Outer Mission","37.7295225197291","-122.432856559914","11","2014","200","Silver","Avenue"
"6647","900 Block Of Post  Street","Tenderloin","37.7871192878464","-122.417630408175","7","2012","900","Post","Street"
"6648","700 Block Of Ellis  Street","Tenderloin","37.7841324294373","-122.418535460255","8","2018","700","Ellis","Street"
"6649","2100 Block Of Stockton  Street","North Beach","37.8055629421339","-122.410217216647","9","2014","2100","Stockton","Street"
"6650","0 Block Of Turk  Street","Tenderloin","37.7833320081752","-122.409842741696","7","2018","0","Turk","Street"
"6656","100 Block Of 08th  Street","South of Market","37.7768437033762","-122.41238731102","1","2016","100","08th","Street"
"6658","3300 Block Of San Bruno  Avenue","Portola","37.7197853046533","-122.400585228192","4","2016","3300","San Bruno","Avenue"
"6659","2600 Block Of Folsom  Street","Mission","37.7548991738697","-122.414310555845","10","2018","2600","Folsom","Street"
"6663","500 Block Of Delta  Street","Visitacion Valley","37.7134619994597","-122.409341404695","4","2015","500","Delta","Street"
"6664","2700 Block Of Bush  Street","Pacific Heights","37.7858631641255","-122.442548301027","12","2014","2700","Bush","Street"
"6665","700 Block Of Cole  Street","Haight Ashbury","37.7681288047907","-122.450428154902","9","2017","700","Cole","Street"
"6666","700 Block Of North Point  Street","Russian Hill","37.8058258904881","-122.419543658224","1","2016","700","North Point","Street"
"6667","1300 Block Of Divisadero  Street","Western Addition","37.7819786173101","-122.439259458146","10","2012","1300","Divisadero","Street"
"6674","200 Block Of 26th  Avenue","Outer Richmond","37.784765303892","-122.486156248482","7","2013","200","26th","Avenue"
"6677","12191200 Block Of South Van Ness  Avenue","Mission","37.7531702798884","-122.416339499758","4","2012","12191200","South Van Ness","Avenue"
"6678","1400 Block Of Santiago  Street","Sunset/Parkside","37.7446106269955","-122.482786480028","4","2013","1400","Santiago","Street"
"6680","400 Block Of Serrano  Drive","Lakeshore","37.7190651230538","-122.480467680039","12","2018","400","Serrano","Drive"
"6681","1400 Block Of South Van Ness  Avenue","Mission","37.7499716360818","-122.416031131955","2","2014","1400","South Van Ness","Avenue"
"6683","400 Block Of Ellis  Street","Tenderloin","37.7847531551863","-122.413604475311","12","2013","400","Ellis","Street"
"6686","1300 Block Of 11th  Avenue","Inner Sunset","37.7630120502056","-122.468386060871","5","2017","1300","11th","Avenue"
"6687","100 Block Of Concord  Street","Excelsior","37.7115337922188","-122.442404426242","11","2013","100","Concord","Street"
"6689","2100 Block Of Balboa  Street","Outer Richmond","37.7764243213005","-122.481782646342","12","2017","2100","Balboa","Street"
"6690","1100 Block Of Mission  Street","South of Market","37.7777513747528","-122.412785519962","6","2016","1100","Mission","Street"
"6691","1300 Block Of Page  Street","Haight Ashbury","37.7714645777644","-122.443012014827","12","2013","1300","Page","Street"
"6692","300 Block Of Franconia  Street","Bernal Heights","37.7438111251221","-122.408065357347","11","2011","300","Franconia","Street"
"6693","3600 Block Of Cabrillo  Street","Outer Richmond","37.7738242856717","-122.497716201368","8","2013","3600","Cabrillo","Street"
"6695","0 Block Of Capp  Street","Mission","37.7662128583061","-122.418684032842","10","2018","0","Capp","Street"
"6696","900 Block Of Stanyan  Street","Inner Sunset","37.7659084643558","-122.452852726349","1","2018","900","Stanyan","Street"
