Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B190985,,04/25/2019,"99,539.00",,,1,1439 Leavenworth Street,94109,3,Russian Hill,POINT (-122.41641282773989 37.79425590687142),100,16,6,3,32,32,1,10,5,"28,858",1,,,,16
B162481,07/28/2016,08/15/2016,"37,500.00",,true,2,878 Goettingen Street,94134,9,Portola,POINT (-122.40419633351186 37.72107840880369),100,91,2,2,25,28,3,7,10,309,1,,,,91
B201665,11/18/2020,01/05/2021,"5,000.00",,,1,535 Taylor Street,94102,3,Tenderloin,POINT (-122.41163703775682 37.78730956795673),100,50,6,3,36,36,1,10,5,"28,852",2,,,,50
B210021,01/04/2021,06/04/2021,"63,750.00",,,1,1479 17th Avenue,94122,7,Inner Sunset,POINT (-122.47480191577193 37.76036503498984),100,109,10,8,14,12,8,4,1,56,1,,,,109
B182166,07/19/2018,,,,,,1591 PAGE Street,94117,5,Haight Ashbury,POINT (-122.44690708880022 37.77094207062401),100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B172733,10/30/2017,,,,,,1950 Leavenworth Street,94133,3,Russian Hill,POINT (-122.41732610422312 37.799119860455384),100,107,6,3,32,32,1,10,5,308,1,,,,107
B210031,01/11/2021,,,,,,914 Cabrillo Street,94118,1,Inner Richmond,POINT (-122.46840719350983 37.775195299805226),100,5,8,4,11,11,6,2,11,54,1,,,,5
B180901,03/19/2018,,,,,,263 Prague Street,94112,11,Excelsior,POINT (-122.42790697261745 37.717965498811104),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B191260,06/06/2019,08/02/2019,"6,000.00",,,4,272 Oxford Street,94134,11,Excelsior,POINT (-122.41958006697865 37.72652385417703),100,92,9,2,7,5,7,7,9,309,2,,,,92
B200180,01/23/2020,04/09/2020,"96,000.00",,,3,2827 Broderick Street,94123,2,Marina,POINT (-122.44386667277075 37.79632619232442),100,14,4,6,13,17,9,1,13,57,1,,,,14
B210402,03/18/2021,,,,,,1612 Hyde Street,94109,3,Russian Hill,POINT (-122.41834558644878 37.79583138609443),100,16,6,3,32,32,1,10,5,"28,858",1,,,,16
B163653,11/28/2016,,,,,,1595 thomas Avenue,94124,10,Bayview Hunters Point,POINT (-122.39116143735802 37.73030313514189),100,86,2,9,1,1,3,8,10,58,2,,,,86
B193324,12/27/2019,,,,,,2127 35th Avenue,94116,4,Sunset/Parkside,POINT (-122.49323794187357 37.747354524571115),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B200964,07/01/2020,08/27/2020,"12,000.00",,true,1,546 Monterey Boulevard,94127,7,West of Twin Peaks,POINT (-122.44772798503621 37.73162143664456),100,95,9,8,41,40,7,4,9,59,1,,,,95
B190457,02/25/2019,,,,,,3800 Scott Street,94123,2,Marina,POINT (-122.4420802612932 37.80473361543843),100,17,4,6,13,17,9,1,13,57,1,,,,17
B151897,07/16/2015,07/28/2015,"150,000.00",,,2,59 CUMBERLAND Street,94110,8,Mission,POINT (-122.42492286805552 37.75906368185193),100,37,3,5,20,19,4,5,2,"28,859",1,,,,37
B162340,07/13/2016,,,,,,224 Wheeler Avenue,94134,10,Bayview Hunters Point,POINT (-122.39956390971759 37.712919243071894),100,89,2,9,1,1,3,8,10,309,1,,,,89
B181414,05/03/2018,,,,,,672 Waller Street,94117,5,Haight Ashbury,POINT (-122.43478969967587 37.77063161323846),100,26,7,11,3,9,5,11,15,"29,492",1,,,,26
B163548,11/03/2016,,,,,,86 Iris Avenue,94118,2,Presidio Heights,POINT (-122.45190094070195 37.78441951353559),100,11,8,6,31,31,6,1,15,54,1,,,,11
B171983,08/01/2017,11/13/2017,"75,000.00",,,4,2250 Jerrold Avenue,94124,10,Bayview Hunters Point,POINT (-122.40081466328056 37.745297990111965),100,85,2,9,1,1,3,8,10,58,1,,,,85
B151115,05/06/2015,,,,,,665 San Jose Avenue,94110,9,Bernal Heights,POINT (-122.42217883128491 37.7450541046396),100,83,9,5,2,2,7,5,2,"28,859",1,,,,83
B200712,06/02/2020,,,,,,447 16th Avenue,94118,1,Outer Richmond,POINT (-122.4750706393355 37.779622351781015),100,5,8,4,29,26,6,2,11,54,1,,,,5
B161812,05/23/2016,08/15/2016,"29,400.00",,,1,2689 Pine Street,94115,2,Pacific Heights,POINT (-122.4399983138163 37.78712375219065),100,103,4,6,30,27,6,1,13,"29,490",1,,,,103
B151357,05/29/2015,,,,,,48 Caselli Avenue,94114,8,Castro/Upper Market,POINT (-122.44037434671291 37.759769244642385),100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B181594,,05/16/2018,"73,000.00",,,1,3155 Broderick Street,94123,2,Marina,POINT (-122.44447239357991 37.79931919614198),100,17,4,6,13,17,9,1,13,57,1,,,,17
B181529,05/10/2018,09/24/2018,"25,000.00",,,1,1175 Fitzgerald Avenue,94124,10,Bayview Hunters Point,POINT (-122.39083994926871 37.72067542166309),100,88,2,9,1,1,3,8,10,58,2,,,,88
B220536,03/15/2022,,,,,,500 35th Avenue,94121,1,Outer Richmond,POINT (-122.49541362320194 37.779507664988266),100,8,8,4,29,26,6,2,11,55,1,,,,8
B210191,02/11/2021,03/18/2021,"50,000.00",,true,1,820 Fell Street,94117,5,Hayes Valley,POINT (-122.43143061365213 37.77488305407731),100,23,4,11,9,10,9,11,15,"29,492",1,,,,23
B181320,04/27/2018,,,,,,40 alta Street,94133,3,North Beach,POINT (-122.40383826025456 37.801625501727564),100,18,6,3,23,23,1,10,3,308,1,,,,18
B221810,09/08/2022,,,,,,970 Chestnut Street,94109,3,Russian Hill,POINT (-122.41939883858676 37.803011306910726),100,107,6,6,32,32,1,1,5,"28,858",1,,,,107
B161318,04/13/2016,,,,,,2460 Larkin Street,94109,3,Russian Hill,POINT (-122.42096891809825 37.80046173085089),100,107,6,6,32,32,9,1,5,"28,858",1,,,,107
B180667,03/08/2018,,,,,,4 Keyes Alley,94133,3,Chinatown,POINT (-122.4105091447273 37.79654398574527),100,107,6,3,6,4,1,10,3,308,2,,,,107
B180496,02/14/2018,,,,,,15 States Street,94114,8,Castro/Upper Market,POINT (-122.4357299408072 37.76341296795658),100,113,7,5,5,3,5,5,15,"28,862",1,,,,113
B170530,02/27/2017,06/27/2017,"7,194.00",,,1,2364 Pacific Avenue,94115,2,Pacific Heights,POINT (-122.43414718554659 37.79345625495394),100,102,4,6,30,27,9,1,13,"29,490",1,,,,102
B182005,07/06/2018,11/30/2018,"35,368.50",,,1,47 Stoneyford Avenue,94112,11,Excelsior,POINT (-122.42098438641521 37.73033827521205),100,94,9,2,7,5,7,7,9,"28,861",2,,,,94
B182188,07/19/2018,,,,,,1637 Sacramento Street,94109,3,Nob Hill,POINT (-122.41986601641044 37.791602049203235),100,105,4,3,21,21,9,10,13,"28,858",1,,,,105
B181018,03/29/2018,,,,,,390 Liberty Street,94114,8,Castro/Upper Market,POINT (-122.42987366486933 37.757250895575055),100,52,3,5,5,3,4,5,2,"28,862",1,,,,52
B170543,03/02/2017,06/28/2017,"27,333.33",,,2,348 05th Avenue,94118,1,Inner Richmond,POINT (-122.46326111495453 37.78205393251588),100,5,8,4,11,11,6,2,11,54,1,,,,5
B161535,05/04/2016,,,,,,21 Parsons Street,94118,1,Lone Mountain/USF,POINT (-122.45537116296755 37.77537925386117),100,12,8,4,18,16,6,2,11,54,1,,,,12
B220147,01/24/2022,,,,,,1968 Hayes Street,94117,5,Lone Mountain/USF,POINT (-122.44879960697446 37.77362565272866),100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B163563,11/14/2016,02/22/2017,"102,053.00",,,1,987 Greenwich Street,94133,3,Russian Hill,POINT (-122.41587734469684 37.801492477257995),100,107,6,3,32,32,1,10,5,308,1,,,,107
B221141,05/26/2022,,,,,,1878 19th Avenue,94122,7,Inner Sunset,POINT (-122.4762379524301 37.75281479658676),100,44,10,8,14,12,8,4,1,56,1,,,,44
B200237,02/06/2020,,,,,,943 Haight Street,94117,5,Haight Ashbury,POINT (-122.43778240452467 37.77115324816719),100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B180211,01/29/2018,07/12/2018,"18,000.00",,,2,566 London Street,94112,11,Excelsior,POINT (-122.43719754707126 37.720204634797625),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B182632,09/11/2018,10/30/2018,"45,878.00",,true,1,4 Card Alley,94133,3,Chinatown,POINT (-122.40905037356477 37.79905287383965),100,106,6,3,6,4,1,10,3,308,2,,,,106
B200337,02/14/2020,,,,,,2701 43rd Avenue,94116,4,Sunset/Parkside,POINT (-122.5010518507145 37.7362371622454),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B183377,12/10/2018,,,,,,1462 San Bruno Avenue,94110,9,Mission,POINT (-122.40404775913372 37.74997765078782),100,54,3,9,20,19,4,8,10,"28,859",1,,,,54
B200593,04/01/2020,10/25/2021,"60,000.00",,,7,419 38th Avenue,94121,1,Outer Richmond,POINT (-122.49882347387862 37.781036025353146),100,8,8,4,29,26,6,2,11,55,1,,,,8
B193314,12/18/2019,,,,,,50 Laguna Street,94102,8,Hayes Valley,POINT (-122.42520172099566 37.77130712427625),100,27,7,5,9,10,9,5,7,"28,852",1,,,,27
B210790,06/04/2021,09/01/2021,"11,800.00",,,2,159 Jasper Place,94133,3,North Beach,POINT (-122.40851657282792 37.80107836402761),100,106,6,3,23,23,1,10,3,308,2,,20,,106
B210708,05/21/2021,,,,,,225 Sadowa Street,94112,11,Oceanview/Merced/Ingleside,POINT (-122.45995928228797 37.71226785241601),100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B220422,03/08/2022,03/28/2022,"24,850.00",,,2,1665 Alabama Street,94110,9,Bernal Heights,POINT (-122.41052127533766 37.746073287984444),100,60,9,2,2,2,7,7,2,"28,859",1,,,,60
B211146,08/16/2021,03/31/2022,"25,000.00",,,2,1517 12th Avenue,94122,7,Inner Sunset,POINT (-122.46928450801953 37.75980867311168),100,109,10,8,14,12,8,4,1,56,1,,,,109
B172055,08/09/2017,,,,,,759 06th Avenue,94118,1,Inner Richmond,POINT (-122.46384918215743 37.77435618116678),100,5,8,4,11,11,6,2,11,54,1,,,,5
B190515,03/14/2019,,,,,,2722 24th Street,94110,9,Mission,POINT (-122.40682418786044 37.75296765654622),100,53,3,2,20,19,4,7,10,"28,859",1,,,,53
B200649,05/08/2020,,,,,,1254 Funston Avenue,94122,7,Inner Sunset,POINT (-122.47063429326478 37.7647131891034),100,109,10,11,14,12,8,11,11,56,1,,,,109
B200083,01/07/2020,,,,,,223 Clayton Street,94117,5,Lone Mountain/USF,POINT (-122.44932226069251 37.77326426880095),100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B200226,01/31/2020,04/07/2020,"5,000.00",,,2,1483 Sutter Street,94109,2,Western Addition,POINT (-122.42471098532333 37.787152356618954),100,100,4,6,39,41,9,1,13,"28,858",1,,,,100
B150645,03/27/2015,,,,,,182 15th Avenue,94118,1,Outer Richmond,POINT (-122.4742516318336 37.78474245684851),100,2,8,4,29,26,6,2,11,54,1,,,,2
B153257,11/20/2015,06/03/2016,"40,396.19",,,2,2751 Clay Street,94115,2,Pacific Heights,POINT (-122.43833780136399 37.79016330470443),100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B193051,11/15/2019,,,,,,816 Hampshire Street,94110,9,Mission,POINT (-122.40792287199145 37.75899145750823),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B171749,07/03/2017,,,,,,179 dolores Street,94103,8,Mission,POINT (-122.42647076127979 37.76668444355632),100,37,3,5,20,19,4,5,8,"28,862",2,,,,37
B192276,09/09/2019,,,,,,456 union Street,94133,3,North Beach,POINT (-122.40705600799691 37.800738660918775),100,18,6,3,23,23,1,10,3,308,2,,,,18
B201715,11/30/2020,,,,,,1351 48th Avenue,94122,4,Sunset/Parkside,POINT (-122.50817908002023 37.7612463446016),100,39,10,7,35,35,8,3,1,56,1,,,,39
B170756,02/27/2017,04/19/2018,"15,715.06",,,1,1969 San Jose Avenue,94112,11,Outer Mission,POINT (-122.44254576205584 37.72557678825886),100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B171309,05/15/2017,,,,,,3099 washington Street,94115,2,Pacific Heights,POINT (-122.44419603241774 37.79031928382802),100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B211135,08/12/2021,,,,,,2267 19th Avenue,94116,4,Sunset/Parkside,POINT (-122.47592329679186 37.74555608533524),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B170535,03/02/2017,04/25/2017,"21,000.00",,,2,350 Laguna Street,94102,5,Hayes Valley,POINT (-122.42579186834836 37.77423049652158),100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B191656,07/12/2019,10/15/2019,"4,914.21",,,1,807 Ashbury Street,94117,8,Haight Ashbury,POINT (-122.44638067718996 37.76704634336691),100,114,7,11,3,9,5,11,15,"29,492",1,,,,114
B221531,07/05/2022,,,,,,124 Edinburgh Street,94112,11,Excelsior,POINT (-122.42766336200654 37.72705576298715),100,90,9,1,7,5,7,6,9,"28,861",1,,,,90
B211132,08/10/2021,,,,,,1387 Hampshire Street,94110,9,Mission,POINT (-122.40701945986363 37.750280578598954),100,53,3,2,20,19,4,7,10,"28,859",1,,,,53
B211270,08/31/2021,11/18/2021,"104,592.00",,,2,1153 Florida Street,94110,9,Mission,POINT (-122.41011825829641 37.75350328730972),100,53,3,2,20,19,4,7,2,"28,859",1,,,,53
B172197,08/29/2017,,,,,,1 Putnam Street,94110,9,Bernal Heights,POINT (-122.4107205951478 37.73970563881129),100,83,9,2,2,2,7,7,10,"28,859",1,,,,83
B172937,11/17/2017,,,,,,748 Page Street,94117,5,Haight Ashbury,POINT (-122.43310528898881 37.77275825536279),100,26,4,11,3,9,5,11,15,"29,492",1,,,,26
B182833,10/10/2018,,,,,,1069 Treat Avenue,94110,9,Mission,POINT (-122.4130222279498 37.753101799280984),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B220386,02/16/2022,,,,,,1134 Lake Street,94118,1,Inner Richmond,POINT (-122.47153614203648 37.786398774058576),100,4,8,6,11,11,6,1,11,54,1,,,,4
B163286,10/11/2016,,,,,,3007 19th Avenue,94132,7,Sunset/Parkside,POINT (-122.4750475230773 37.732301311367195),100,62,10,8,35,35,8,4,1,64,1,,,,62
B192848,10/16/2019,01/29/2020,"38,996.34",,,1,65 Sanchez Street,94114,8,Castro/Upper Market,POINT (-122.43123044024337 37.76822844138869),100,28,7,5,5,3,9,5,15,"28,862",1,,,,28
B171993,08/03/2017,10/12/2017,"41,225.00",,,1,574 Castro Street,94114,8,Castro/Upper Market,POINT (-122.43494107361725 37.75972977414575),100,38,3,5,5,3,4,5,2,"28,862",1,,,,38
B191154,05/20/2019,,,,,,1175 York Street,94110,9,Mission,POINT (-122.40821030711965 37.75329719469066),100,53,3,2,20,19,4,7,2,"28,859",1,,,,53
B191309,06/13/2019,,,,,,259 Vienna Street,94112,11,Excelsior,POINT (-122.42757292042118 37.72423322971473),100,90,9,1,7,5,7,6,9,"28,861",1,,,,90
B170833,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.4082291970915 37.785477781579594),100,19,5,3,36,36,10,10,14,"28,852",2,1,,,19
B162570,08/11/2016,,,,,,236 Diamond Street,94114,8,Castro/Upper Market,POINT (-122.43702753068216 37.758548488668936),100,115,3,5,5,3,4,5,2,"28,862",1,,,,115
B163378,10/20/2016,,,,,,741 11th Avenue,94118,1,Inner Richmond,POINT (-122.46921806243505 37.77434951810642),100,5,8,4,11,11,6,2,11,54,1,,,,5
B190744,04/01/2019,,,,,,306 Francisco Street,94133,3,North Beach,POINT (-122.41030621462134 37.805110191792764),100,106,6,3,23,23,1,10,3,308,2,,,,106
B170185,02/01/2017,,,,,,446 Waller Street,94117,5,Hayes Valley,POINT (-122.4310577267632 37.77110622290088),100,26,7,11,9,10,9,11,15,"29,492",1,,,,26
B182265,07/10/2018,,,,,,991 Greenwich Street,94133,3,Russian Hill,POINT (-122.415927799989 37.8014860888417),100,107,6,3,32,32,1,10,5,308,1,,,,107
B180666,03/08/2018,06/01/2018,"15,000.00",,true,2,370 Melrose Avenue,94127,7,West of Twin Peaks,POINT (-122.45057521517913 37.73383571545516),100,72,9,8,41,40,7,4,9,59,1,,,,72
B182739,09/27/2018,12/10/2018,"16,550.00",,true,2,2651 44th Avenue,94116,4,Sunset/Parkside,POINT (-122.50219570734367 37.737196759690235),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B182979,10/22/2018,,,,,,227 Brazil Avenue,94112,11,Excelsior,POINT (-122.43296943565231 37.72383716066995),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B190990,05/07/2019,,,,,,20 Precita Avenue,94110,9,Bernal Heights,POINT (-122.41891134232614 37.746731309703655),100,83,9,2,2,2,7,7,2,"28,859",1,,,,83
B220152,01/27/2022,04/14/2022,"20,000.00",,,2,622 05th Avenue,94118,1,Inner Richmond,POINT (-122.46288585619855 37.77682103785256),100,5,8,4,11,11,6,2,11,54,1,,,,5
B182171,07/19/2018,,,,,,1985 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.44941872685804 37.77540595689377),100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B181727,05/31/2018,08/14/2018,"31,992.40",,,2,5600 Fulton Street,94121,1,Outer Richmond,POINT (-122.49181654680393 37.772254248821596),100,8,8,4,29,26,6,2,11,55,1,,,,8
B160274,01/29/2016,04/26/2016,"28,000.00",,true,1,959 Jackson Street,94133,3,Chinatown,POINT (-122.41077012879265 37.7954858775058),100,16,6,3,6,4,1,10,3,"28,857",2,,,,16
B221466,,06/23/2022,"42,500.00",,,1,533 06th Avenue,94118,1,Inner Richmond,POINT (-122.46414605535406 37.77845688408093),100,5,8,4,11,11,6,2,11,54,1,,,,5
B221532,07/06/2022,,,,,,300 Berry Street,94158,6,Mission Bay,POINT (-122.39569432889071 37.773991358994486),100,34,1,10,4,20,2,9,14,310,1,,,,34
B151450,,06/10/2015,"115,000.00",,,2,4024 Mission Street,94112,8,Outer Mission,POINT (-122.42718041610043 37.73294236790672),100,93,9,5,28,25,7,5,9,"28,861",1,,,,93
B162196,06/28/2016,,,,,,445 O’FARRELL Street,94102,5,Tenderloin,POINT (-122.41201727661554 37.78588853444768),100,20,5,10,36,36,10,9,14,"28,852",2,1,,,20
B180736,03/09/2018,06/26/2018,"29,799.72",,,1,174 Dolores Street,94103,8,Castro/Upper Market,POINT (-122.42671057001868 37.76667001955861),100,37,3,5,5,3,4,5,8,"28,862",1,,,,37
B162194,06/28/2016,,,,,,445 O’Farrell Street,94102,5,Tenderloin,POINT (-122.41201727661554 37.78588853444768),100,20,5,10,36,36,10,9,14,"28,852",2,1,,,20
B151983,07/30/2015,10/01/2015,"24,375.50",,true,1,863 Arguello Boulevard,94118,1,Inner Richmond,POINT (-122.4584545842958 37.774838352275495),100,5,8,4,11,11,6,2,11,54,1,,,,5
B210188,02/10/2021,05/27/2021,"30,000.00",,,1,711 44th Avenue,94121,1,Outer Richmond,POINT (-122.50484447489404 37.775113696584306),100,8,8,4,29,26,6,2,11,55,1,,,,8
B190789,04/12/2019,01/13/2020,"42,000.00",,,4,2437 chestnut Street,94123,2,Marina,POINT (-122.44349709811016 37.79987438810001),100,17,4,6,13,17,9,1,13,57,1,,,,17
B191926,08/09/2019,,,,,,135 Wilde Avenue,94134,10,Visitacion Valley,POINT (-122.40049647860067 37.71645554180379),100,91,9,9,40,39,7,8,10,309,2,,,,91
B160079,01/08/2016,,,,,,653 04th Avenue,94118,1,Inner Richmond,POINT (-122.46184432403636 37.776351424890116),100,5,8,4,11,11,6,2,11,54,1,,,,5
B191909,08/06/2019,,,,,,44 Bonview Street,94110,9,Bernal Heights,POINT (-122.41596850682538 37.74447049503197),100,83,9,2,2,2,7,7,2,"28,859",1,,,,83
B161473,04/26/2016,,,,,,2993 22nd Street,94110,9,Mission,POINT (-122.41417665657261 37.75569091974093),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B152850,10/15/2015,01/04/2016,"35,000.00",,,2,35 Alpine Terrace,94117,8,Haight Ashbury,POINT (-122.43769099682665 37.7697898875877),100,112,7,5,3,9,5,5,15,"29,492",1,,,,112
B151699,07/08/2015,,,,,,625 Moultrie Street,94110,9,Bernal Heights,POINT (-122.41596496243768 37.73688019822709),100,83,9,2,2,2,7,7,2,"28,859",1,,,,83
B190163,01/28/2019,10/11/2019,"41,000.00",,,2,1454 South Van Ness Avenue,94110,9,Mission,POINT (-122.41607136113461 37.749902121838424),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B220957,05/11/2022,,,,,,1563 Lyon Street,94115,2,Presidio Heights,POINT (-122.44499267813903 37.785183483067094),100,103,8,6,31,31,6,1,15,"29,490",1,,,,103
B221699,08/10/2022,,,,,,1312 32nd Avenue,94122,4,Sunset/Parkside,POINT (-122.49101199904405 37.76265860302272),100,39,10,7,35,35,8,3,1,56,1,,,,39
B153398,12/11/2015,03/29/2017,"66,313.27",,,3,1610 Vallejo Street,94123,2,Marina,POINT (-122.42387736816485 37.79668993673984),100,102,4,6,13,17,9,1,13,"28,858",1,,,,102
B183035,10/29/2018,,,,,,1159 Alabama Street,94110,9,Mission,POINT (-122.41100782425495 37.75336226476839),100,53,3,2,20,19,4,7,2,"28,859",1,,,,53
B220408,03/02/2022,,,,,,449 11th Avenue,94118,1,Inner Richmond,POINT (-122.4696093163212 37.77983013200103),100,5,8,4,11,11,6,2,11,54,1,,,,5
B200633,04/28/2020,09/28/2020,"50,040.00",,,3,2058 32nd Avenue,94116,4,Sunset/Parkside,POINT (-122.49004222442846 37.74881470526411),100,39,10,7,35,35,8,3,1,"29,491",1,,,,39
B211633,11/04/2021,,,,,,550 Moraga Street,94122,7,Inner Sunset,POINT (-122.46849091574161 37.75649380705191),100,44,10,8,14,12,8,4,1,56,1,,,,44
B182517,08/23/2018,05/22/2019,"10,000.00",,,2,322 El Camino Del Mar,94121,1,Seacliff,POINT (-122.48667522230777 37.78757958950507),100,1,8,6,33,33,6,1,11,55,1,,,,1
B192971,11/04/2019,12/23/2019,"11,634.00",,,1,623 Athens Street,94112,11,Excelsior,POINT (-122.43105794908018 37.71812982721216),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B152317,08/28/2015,11/25/2015,"20,000.00",,,2,1929 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.4485131909399 37.77552147116951),100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B171003,04/13/2017,,,,,,232 liberty Street,94114,8,Castro/Upper Market,POINT (-122.42648905054092 37.75741432963775),100,52,3,5,5,3,4,5,2,"28,862",1,,,,52
B210806,06/09/2021,,,,,,1534 17th Avenue,94122,7,Inner Sunset,POINT (-122.47465631117333 37.759258732420335),100,44,10,8,14,12,8,4,1,56,1,,,,44
B160782,,04/26/2016,"30,000.00",,,1,29 Salmon Street,94133,3,Nob Hill,POINT (-122.41263622358356 37.79643250825459),100,107,6,3,21,21,1,10,3,308,1,,,,107
B170751,03/22/2017,,,,,,3324 19th Street,94110,9,Mission,POINT (-122.41755445649505 37.76036795175988),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B183405,12/19/2018,,,,,,2240 15th Avenue,94116,7,West of Twin Peaks,POINT (-122.47125625014115 37.74620085910111),100,44,10,8,41,40,8,4,1,"29,491",1,,,,44
B182019,07/10/2018,12/12/2018,"32,000.00",,,2,402 Prentiss Street,94110,9,Bernal Heights,POINT (-122.41218259584905 37.738139766780016),100,83,9,2,2,2,7,7,10,"28,859",1,,,,83
B172910,11/13/2017,03/06/2018,"45,888.00",,,3,2319 37th Avenue,94116,4,Sunset/Parkside,POINT (-122.49512864399425 37.74367179338603),100,39,10,7,35,35,8,3,1,"29,491",1,,,,39
B201309,09/23/2020,11/03/2020,"9,075.00",,true,1,1871 30th Avenue,94122,4,Sunset/Parkside,POINT (-122.48822744830746 37.75242954643149),100,39,10,7,35,35,8,3,1,56,1,,,,39
B190567,03/18/2019,08/13/2019,"123,750.00",,true,2,3665 Clay Street,94118,2,Presidio Heights,POINT (-122.45317261638958 37.78828350755573),100,10,8,6,31,31,6,1,11,54,1,,,,10
B162476,07/27/2016,,,,,,1769 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.44591756540298 37.775851187830185),100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B221134,05/23/2022,06/08/2022,"35,000.00",,true,1,3830 Divisadero Street,94123,2,Marina,POINT (-122.44383719610086 37.80497036434567),100,17,4,6,13,17,9,1,13,57,1,,,,17
B162345,07/14/2016,09/02/2016,"50,000.00",,true,1,433 Elizabeth Street,94114,8,Noe Valley,POINT (-122.43050456870974 37.75229308512553),100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B192459,09/27/2019,,,,,,495 32nd Avenue,94121,1,Outer Richmond,POINT (-122.49229145871034 37.779911671222685),100,8,8,4,29,26,6,2,11,55,2,,,,8
B152079,,08/07/2015,"51,325.00",,,3,1952 15th Street,94114,8,Castro/Upper Market,POINT (-122.42795316086092 37.76621523547141),100,37,3,5,5,3,4,5,8,"28,862",1,,,,37
B191159,05/21/2019,,,,,,637 Hamilton Street,94134,9,Portola,POINT (-122.40831852944231 37.723236732915936),100,91,2,2,25,28,3,7,10,309,1,,,,91
B211639,11/09/2021,,,,,,551 Myra Way,94127,7,West of Twin Peaks,POINT (-122.4507511432254 37.73830683834861),100,72,9,8,41,40,7,4,9,59,1,,,,72
B172602,10/17/2017,04/11/2018,"52,000.00",,true,1,875 30th Avenue,94121,1,Outer Richmond,POINT (-122.48962452179481 37.772831797713586),100,8,8,4,29,26,6,2,11,55,1,,,,8
B172366,09/13/2017,,,,,,1330 Union Street,94109,3,Russian Hill,POINT (-122.421255421171 37.79893304338543),100,107,4,6,32,32,9,1,13,"28,858",1,,,,107
